49.7380965916012,benign,40.83512496948242
49.7380965916012,benign,40.988182067871094
49.7380965916012,benign,42.09416961669922
49.7376905398053,benign,41.316864013671875
49.7376905398053,benign,40.86841583251953
49.7376905398053,benign,39.5162467956543
49.7376905398053,benign,40.090614318847656
49.7376905398053,benign,41.65142822265625
49.736878436213296,benign,41.06633758544922
49.736878436213296,benign,40.814605712890625
49.736878436213296,benign,41.54473876953125
49.736878436213296,benign,40.17095947265625
49.736878436213296,benign,39.58781433105469
49.736066332621405,benign,40.67083740234375
49.736066332621405,benign,41.49195861816406
49.736066332621405,benign,41.64925765991211
49.736066332621405,benign,40.037689208984375
49.736066332621405,benign,40.439292907714844
49.7352542290295,benign,42.42572784423828
49.7352542290295,benign,43.01704788208008
49.7352542290295,benign,42.802268981933594
49.7352542290295,benign,41.79912567138672
49.7352542290295,benign,40.54054260253906
49.734442125437496,benign,40.40252685546875
49.734442125437496,benign,40.5755500793457
49.734442125437496,benign,41.456966400146484
49.734442125437496,benign,41.928550720214844
49.836767178021205,benign,41.528587341308594
49.839203488797,benign,41.19435501098633
49.876966305822,benign,41.542144775390625
49.90173546537599,benign,41.682308197021484
49.90173546537599,benign,41.440452575683594
49.90173546537599,benign,41.328487396240234
49.90132941358,benign,41.4998779296875
49.90132941358,benign,41.32350158691406
49.90132941358,benign,40.77862548828125
49.900923361784,benign,40.396034240722656
49.7596173367875,benign,40.41911315917969
49.75677497421571,benign,40.73053741455078
49.75677497421571,benign,40.79918670654297
49.75677497421571,benign,40.55016326904297
49.75677497421571,benign,39.8810920715332
49.75677497421571,benign,39.989044189453125
49.75677497421571,benign,40.64666748046875
49.7563689224197,benign,41.018394470214844
49.7563689224197,benign,41.001953125
49.7563689224197,benign,40.94877243041992
49.7563689224197,benign,41.34695816040039
49.7559628706238,benign,40.94794464111328
49.7559628706238,benign,40.55271911621094
49.7559628706238,benign,40.50947570800781
49.7559628706238,benign,40.79573059082031
49.7559628706238,benign,41.28453826904297
49.7559628706238,benign,41.75938415527344
49.7555568188278,benign,41.96240997314453
